,index,Tahun,Comments,preprocessed,tokenize_text,label,score
2293,816,2024,penghuni neraka gak sih,huni neraka sih,"['huni', 'neraka', 'sih']",negatif,-8
2294,817,2024,bang lu pernah anuan g bang Ama pacarÂ² lu atauku di gang bang ?,bang lu anu bang pacar lu atau gang bang,"['bang', 'lu', 'anu', 'bang', 'pacar', 'lu', 'atau', 'gang', 'bang']",negatif,-8
2295,818,2024,Bang   di tinggalinğ??¢,bang tinggal wajah menang,"['bang', 'tinggal', 'wajah', 'menang']",negatif,-3
2296,820,2024,Kok rambutnya kek anak punk?,rambut kayak anak punk,"['rambut', 'kayak', 'anak', 'punk']",negatif,-3
2297,821,2024,Gua udh pollow semuah bang boleh di cekk mana lah bagi aiphone nyağ???,gua pollow semuah bang cek aiphone nya wajah gembira urai air mata,"['gua', 'pollow', 'semuah', 'bang', 'cek', 'aiphone', 'nya', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
2298,822,2024,Flow di tiktok juga sudah ku flow di intagram juga aku flow,flow tiktok ku flow intagram flow,"['flow', 'tiktok', 'ku', 'flow', 'intagram', 'flow']",netral,0
2299,823,2024,Aku juga mau dong dapat uang aku udah flow,uang flow,"['uang', 'flow']",netral,0
2300,824,2024,Mau lah ğ??,wajah senyum lebar mata hati,"['wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
2301,825,2024,Bismillah saya mau dong kak udah paket komplit,bismillah kak paket komplit,"['bismillah', 'kak', 'paket', 'komplit']",positif,8
2302,826,2024,Belun dapet kak..,bun kak,"['bun', 'kak']",netral,0
2303,828,2024,Kak riccienick mau iphone,kak riccienick iphone,"['kak', 'riccienick', 'iphone']",netral,0
2304,829,2024,Abang saya udah. Follow,abang follow,"['abang', 'follow']",netral,0
2305,833,2024,"Bang aku udh follow TikTok, Instagram dan udah subscribe YouTube nya",bang follow tiktok instagram subscribe youtube nya,"['bang', 'follow', 'tiktok', 'instagram', 'subscribe', 'youtube', 'nya']",netral,0
2306,836,2024,"Walau pun jauh kalu udah rzki pasti dapet ,,,, tp tetep slalu ku support ,,smangat",rzki ku support semangat,"['rzki', 'ku', 'support', 'semangat']",positif,7
2307,838,2024,Kak bangi bangi ke cerbon dong,kak bang bang cerbon,"['kak', 'bang', 'bang', 'cerbon']",netral,0
2308,840,2024,Kak tolong bs di bantu pembangunan masjid di kampung q,kak tolong bantu bangun masjid kampung ku,"['kak', 'tolong', 'bantu', 'bangun', 'masjid', 'kampung', 'ku']",netral,0
2309,842,2024,Di ambill lgi ntr di belakang kamera wkwk,ambil entar kamera wkwk,"['ambil', 'entar', 'kamera', 'wkwk']",negatif,-5
2310,843,2024,Bismillah Aku Udah Paket Lengkap Buat Sekolah Adik Sayağ???,bismillah paket lengkap sekolah adik wajah senyum dengan mata bahagia,"['bismillah', 'paket', 'lengkap', 'sekolah', 'adik', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,12
2311,845,2024,  bener tuchh,tuh,['tuh'],netral,0
2312,846,2024,"Mmi mau donkk, tp di semarangğ???ğ???",mmi semarang wajah gembira urai air mata wajah gembira urai air mata,"['mmi', 'semarang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
2313,847,2024,Ke bogor utara bang pomad,bogor utara bang pomad,"['bogor', 'utara', 'bang', 'pomad']",netral,0
2314,848,2024,Aku mau aku mau... Tpi aku di dusun indralaya sumsel.... Ah kali2 aja ke unsri atau sekolah ku tmpt ngajar...,dusun indralaya sumsel ah kali unsri sekolah ku ajar,"['dusun', 'indralaya', 'sumsel', 'ah', 'kali', 'unsri', 'sekolah', 'ku', 'ajar']",positif,1
2315,849,2024,Ukuh dh paket lengkap,ukuh dah paket lengkap,"['ukuh', 'dah', 'paket', 'lengkap']",netral,0
2316,850,2024,Mau aja di begoin tong2.mn mungkin dia ngasih hp.plingan juga 200rb wkkwkwk,begoin tongmana asih hpplingan rb wkkwkwk,"['begoin', 'tongmana', 'asih', 'hpplingan', 'rb', 'wkkwkwk']",positif,2
2317,851,2024,Unfollow aja ga guna ngemis" gk pernah dapet mending kerja percuma kaya raya ini kan TiTiPAN dari Allah,unfollow ngemis mending kerja kayak raya titip allah,"['unfollow', 'ngemis', 'mending', 'kerja', 'kayak', 'raya', 'titip', 'allah']",negatif,-1
2318,852,2024,Mau dong koh q juga mau di ciduk,koh ku ciduk,"['koh', 'ku', 'ciduk']",netral,0
2319,853,2024,Aku sudah follow tiktok IG dan youtube tapi gak dapat apa" Ini mungkin hoax cari followers,follow tiktok ig youtube hoax cari followers,"['follow', 'tiktok', 'ig', 'youtube', 'hoax', 'cari', 'followers']",negatif,-8
2320,854,2024,â¤ï¸kpn aku dpt bangğ??,hati merah bang wajah senyum lebar mata hati,"['hati', 'merah', 'bang', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,0
2322,858,2024,Yahh   gak bisa bagi ke aku soal ny aku di Sengkang Sulawesi Selatan kota wajoğ??¢ğ??¢ğ??¢ jauh banget yang bisa bahasa Bugis like ğ???,ya nya sengkang sulawesi selatan kota wajo wajah menang wajah menang wajah menang banget bahasa bugis like wajah gembira urai air mata,"['ya', 'nya', 'sengkang', 'sulawesi', 'selatan', 'kota', 'wajo', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'banget', 'bahasa', 'bugis', 'like', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-9
2323,859,2024,Mau dong bos,bos,['bos'],positif,3
2324,860,2024,Semua hadiah settingan,hadiah settingan,"['hadiah', 'settingan']",positif,1
2325,861,2024,  bener bangettğ??®ğ??¢,banget wajah dengan mulut buka wajah menang,"['banget', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'menang']",negatif,-2
2326,863,2024,sini ke Depok cinere,depok cere,"['depok', 'cere']",netral,0
2327,864,2024,Hy kokoh.. Sy mau HP dong buat anak dya bljar sekolah  ksihan anakqu HP nya rusak... Ksihan anak yatim koh,hai kokoh hp anak bljar sekolah ksihan anakqu hp nya rusak ksihan anak yatim koh,"['hai', 'kokoh', 'hp', 'anak', 'bljar', 'sekolah', 'ksihan', 'anakqu', 'hp', 'nya', 'rusak', 'ksihan', 'anak', 'yatim', 'koh']",positif,2
2328,866,2024,Mau dong kk di pagi mautong,pagi mautong,"['pagi', 'mautong']",netral,0
2329,867,2024,Gue tingal di timor Leste aku mau dong hape nya dong nama aku Lianağ??ğ??,gue tinggal timor leste hape nya nama liana lipat tangan lipat tangan,"['gue', 'tinggal', 'timor', 'leste', 'hape', 'nya', 'nama', 'liana', 'lipat', 'tangan', 'lipat', 'tangan']",netral,0
2331,870,2024,Tu lh nmanya akhirzamamğ??­ğ??,nmanya akhirzamam wajah menang keras lipat tangan,"['nmanya', 'akhirzamam', 'wajah', 'menang', 'keras', 'lipat', 'tangan']",netral,0
2332,871,2024,Gue unfollow,gue unfollow,"['gue', 'unfollow']",negatif,-2
2333,872,2024,Main kesawangan bang komplek alunara residen  gua sicurity nya ğ?? .,main sawang bang komplek alunara residen gua sicurity nya wajah senyum lebar mata hati,"['main', 'sawang', 'bang', 'komplek', 'alunara', 'residen', 'gua', 'sicurity', 'nya', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
2334,874,2024,Waduh puasa fullğ???ğ???,puasa ful wajah gembira urai air mata wajah gembira urai air mata,"['puasa', 'ful', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
2335,875,2024,Surabaya kota,surabaya kota,"['surabaya', 'kota']",negatif,-1
2336,876,2024,ke medan la bg,medan bang,"['medan', 'bang']",netral,0
2338,879,2024,Mau dong ko rezekinya,rezeki,['rezeki'],positif,3
2339,880,2024,Saya jg mau atuh hp nya ricci ğ??ğ??,atuh hp nya ricci wajah senyum lebar mata hati wajah senyum lebar mata hati,"['atuh', 'hp', 'nya', 'ricci', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
2340,881,2024,Aku udh follow KK paket lengkap bngt,follow paket lengkap banget,"['follow', 'paket', 'lengkap', 'banget']",positif,3
2341,882,2024,"Assalamu'alaikum mau dong kak riccie kepasar kemis dong, pingin buat bayar utang sm sekolah anak kakğ??¢",assalamualaikum kak riccie pasar kemis pengin bayar utang sekolah anak kak wajah menang,"['assalamualaikum', 'kak', 'riccie', 'pasar', 'kemis', 'pengin', 'bayar', 'utang', 'sekolah', 'anak', 'kak', 'wajah', 'menang']",negatif,-1
2342,884,2024,Bang ke palembang bang,bang palembang bang,"['bang', 'palembang', 'bang']",netral,0
2343,886,2024,Ka mau  iPhone ka,kak iphone kak,"['kak', 'iphone', 'kak']",netral,0
2344,887,2024,Bismillah ipone,bismillah ipone,"['bismillah', 'ipone']",positif,4
2345,888,2024,Sini bang samperin gw di Lampung,bang samperin gue lampung,"['bang', 'samperin', 'gue', 'lampung']",netral,0
2346,889,2024,Kak ke Ambon dong,kak ambon,"['kak', 'ambon']",netral,0
2347,890,2024,Mg j kk riccie smpk kemlg kk mg j q  dpt rejeki...ğ?¤²ğ?¤²ğ?¤²,moga riccie smpk kemlg moga ku rejeki tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['moga', 'riccie', 'smpk', 'kemlg', 'moga', 'ku', 'rejeki', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,21
2348,891,2024,bang aku mau uwang tapi aku  di semarang,bang uwang semarang,"['bang', 'uwang', 'semarang']",netral,0
2349,892,2024,Aku Mau atuh HP nya kağ??,atuh hp nya kak wajah gembira dengan mata bahagia,"['atuh', 'hp', 'nya', 'kak', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,2
2350,893,2024,"Bang   aku udh follow Ig. Tiktok. YouTube tpi ga prnah ketemu, sekali sekali kek k Priok Kojağ??ehehehe",bang follow ig tiktok youtube ketemu kayak priok koja wajah gembira dengan mata bahagia ehehehe,"['bang', 'follow', 'ig', 'tiktok', 'youtube', 'ketemu', 'kayak', 'priok', 'koja', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'ehehehe']",positif,1
2351,894,2024,Kooh aku uda paket lengkap tp kpn dapat thr,kooh paket lengkap thr,"['kooh', 'paket', 'lengkap', 'thr']",positif,3
2352,895,2024,yg komen jelek di sebelah kanan ğ???ğ???,komen jelek belah kanan tunjuk ke arah kanan tunjuk ke arah kanan,"['komen', 'jelek', 'belah', 'kanan', 'tunjuk', 'ke', 'arah', 'kanan', 'tunjuk', 'ke', 'arah', 'kanan']",negatif,-16
2353,896,2024,Salam dari lombok,salam lombok,"['salam', 'lombok']",netral,0
2354,897,2024,kk aku dng udah follow TikTok ig yutubğ??¢,follow tiktok ig yutub wajah menang,"['follow', 'tiktok', 'ig', 'yutub', 'wajah', 'menang']",negatif,-1
2355,898,2024,Saperin dong kesini di jakarta Utara alamat selekapnya aku dm,saperin kesini jakarta utara alamat lekap dm,"['saperin', 'kesini', 'jakarta', 'utara', 'alamat', 'lekap', 'dm']",negatif,-3
2356,899,2024,Bang saya sudah folow ig youtub dan tiktok bang semoga dapat uang 45 juta untuk orang tua dan hp iphon untuk saya belajar,bang folow ig youtub tiktok bang moga uang juta orang tua hp iphon ajar,"['bang', 'folow', 'ig', 'youtub', 'tiktok', 'bang', 'moga', 'uang', 'juta', 'orang', 'tua', 'hp', 'iphon', 'ajar']",negatif,-3
2357,901,2024,Mantull pokoeee,mantul pokoe,"['mantul', 'pokoe']",netral,0
2358,902,2024,Mau dong kak hpnya,kak hpnya,"['kak', 'hpnya']",netral,0
2359,903,2024,Wkwkwk udh jelas follow semua dapat hp malah cemas yg ngasi wwkw baru kali ini liat konten kreator panik mukağ???,wkwkwk follow hp cemas asih wwkw kali lihat konten kreator panik muka wajah gembira urai air mata,"['wkwkwk', 'follow', 'hp', 'cemas', 'asih', 'wwkw', 'kali', 'lihat', 'konten', 'kreator', 'panik', 'muka', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
2360,904,2024,Palingan yg d kasihnya cmn 200rbuğ???,paling kasih cuman rbu wajah gembira urai air mata,"['paling', 'kasih', 'cuman', 'rbu', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
2361,906,2024,KK ke Bali dong biyar pernah di kasih hadiyah,bal biyar kasih hadiyah,"['bal', 'biyar', 'kasih', 'hadiyah']",positif,1
2362,907,2024,Ke kabupaten Sintang,kabupaten sintang,"['kabupaten', 'sintang']",netral,0
2363,908,2024,Sekali" ke Kalimatan barat dong bag riccie,kalimat barat bag riccie,"['kalimat', 'barat', 'bag', 'riccie']",negatif,-3
2364,909,2024,Halo bg,halo bang,"['halo', 'bang']",positif,1
2365,910,2024,Kk aku pengen  udh lama  pollow,pengin pollow,"['pengin', 'pollow']",netral,0
2366,911,2024,Menyala bos qwuğ??¥,nyala bos qwu api,"['nyala', 'bos', 'qwu', 'api']",positif,5
2367,912,2024,Malah mirip kek  .jia,kayak jia,"['kayak', 'jia']",negatif,-3
2368,913,2024,kalau sayq sih mau tapi hp murah saja sih,sayq sih hp murah sih,"['sayq', 'sih', 'hp', 'murah', 'sih']",positif,1
2370,915,2024,Semoga berkah dan kknya terus sehat ya.,moga berkah kknya sehat ya,"['moga', 'berkah', 'kknya', 'sehat', 'ya']",positif,8
2371,916,2024,Gua udh pakek lengkap bg,gua pakai lengkap bang,"['gua', 'pakai', 'lengkap', 'bang']",negatif,-1
2372,917,2024,Semoga bisa ke temu,moga temu,"['moga', 'temu']",positif,3
2373,919,2024,Probolinggo hDir bang,probolinggo hdir bang,"['probolinggo', 'hdir', 'bang']",netral,0
2374,920,2024,"Mw donk kak, bwat bantu modal usaha suami",kak bwat bantu modal usaha suami,"['kak', 'bwat', 'bantu', 'modal', 'usaha', 'suami']",negatif,-5
2375,921,2024,Tapi ngk pernah ke nias,nias,['nias'],netral,0
2376,922,2024,ABG ABG ğ???ğ???ğ???ğ???,abang abang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['abang', 'abang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
2377,924,2024,dah cocok kalian berdua,deh cocok dua,"['deh', 'cocok', 'dua']",negatif,-1
2378,925,2024,Hahahaha abg ğ???ğ???,hahahaha abang wajah gembira urai air mata wajah gembira urai air mata,"['hahahaha', 'abang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
2379,926,2024,Nikahin bangğ?¤£ğ??¥,nikah bang tertawa terbahakbahak api,"['nikah', 'bang', 'tertawa', 'terbahakbahak', 'api']",positif,6
2380,928,2024,Cinta luna niat ngajarin yg baik tapi dia malah merubah ciptaan ALLAHğ??¢,cinta luna niat ajar rubah cipta allah wajah menang,"['cinta', 'luna', 'niat', 'ajar', 'rubah', 'cipta', 'allah', 'wajah', 'menang']",positif,4
2381,929,2024,Konten palsu admin minta biaya,konten palsu admin biaya,"['konten', 'palsu', 'admin', 'biaya']",netral,0
2382,930,2024,Tobat tobat,tobat tobat,"['tobat', 'tobat']",negatif,-4
2383,931,2024,â¤ï¸ban riccie kreng,hati merah ban riccie kreng,"['hati', 'merah', 'ban', 'riccie', 'kreng']",positif,1
2384,932,2024,Yang mau beli followers silahkan dm ig saya yaağ???,beli followers sila dm ig ya wajah gembira,"['beli', 'followers', 'sila', 'dm', 'ig', 'ya', 'wajah', 'gembira']",negatif,-2
2385,934,2024,Kak aku udh paket lengkap Instragram sumpah,kak paket lengkap instragram sumpah,"['kak', 'paket', 'lengkap', 'instragram', 'sumpah']",positif,3
2386,935,2024,Lucinta luna sblum op ktany cewe cuy ktanya cntik,lucinta luna op ktany cewek cuy cantik,"['lucinta', 'luna', 'op', 'ktany', 'cewek', 'cuy', 'cantik']",negatif,-2
2387,936,2024,mashallah â¤ï¸,mashallah hati merah,"['mashallah', 'hati', 'merah']",positif,1
2388,937,2024,Busett suaranya kek robot teletubis,buset suara kayak robot teletubis,"['buset', 'suara', 'kayak', 'robot', 'teletubis']",negatif,-2
2389,938,2024,Kak dari pada uang nya buat main mainin cewek mending di bagi ke Palestina aja mereka lebih butuh uang ğ??¥ğ??¥,kak uang nya main mainin cewek mending palestina butuh uang api api,"['kak', 'uang', 'nya', 'main', 'mainin', 'cewek', 'mending', 'palestina', 'butuh', 'uang', 'api', 'api']",negatif,-4
2391,940,2024,"Harusnya kakak bawa cukuran cukur aja rambutnya sampe botakğ?¤£ , aku juga heran sendiri kenapa kak Rick suka sama rambut naruto nyağ??­",kakak bawa cukur cukur rambut botak tertawa terbahakbahak heran kak rick suka rambut naruto nya wajah menang keras,"['kakak', 'bawa', 'cukur', 'cukur', 'rambut', 'botak', 'tertawa', 'terbahakbahak', 'heran', 'kak', 'rick', 'suka', 'rambut', 'naruto', 'nya', 'wajah', 'menang', 'keras']",positif,5
2392,941,2024,Kk tanggal lahir sama bulan kita sama kk beda tahun nya aja,tanggal lahir beda nya,"['tanggal', 'lahir', 'beda', 'nya']",negatif,-3
2393,942,2024,Ajakin ke mekkah dong kak lucintaluna,ajak mek kak lucintaluna,"['ajak', 'mek', 'kak', 'lucintaluna']",positif,1
2394,943,2024,  bismillah 1jt,bismillah jt,"['bismillah', 'jt']",positif,4
2395,944,2024,Bang pacarin pramayshella aj yg difollow andre.inthesky aja,bang pacarin pramayshella difollow andreinthesky,"['bang', 'pacarin', 'pramayshella', 'difollow', 'andreinthesky']",netral,0
2396,945,2024,  hy kakğ??,hai kak wajah senyum lebar mata hati,"['hai', 'kak', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
2397,946,2024,Emng bowleh ğ??­ğ??­ğ??¿ğ??¿,bowleh wajah menang keras wajah menang keras moa moa,"['bowleh', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'moa', 'moa']",negatif,-2
2398,947,2024,Dah mSuk itungan cewe sih kyaknya.soalnya dah g berbatang.dah lah yg penting nutup aurat..,deh masuk hitung cewek sih kayaknyasoalnya deh berbatangdeh nutup aurat,"['deh', 'masuk', 'hitung', 'cewek', 'sih', 'kayaknyasoalnya', 'deh', 'berbatangdeh', 'nutup', 'aurat']",negatif,-1
2399,948,2024,Yg bawa koper kak lucinta luna malah dia yg lebih cakep,bawa koper kak lucinta luna cakep,"['bawa', 'koper', 'kak', 'lucinta', 'luna', 'cakep']",positif,2
2400,949,2024,"Mahrom bg bukan muhrim, muhrim itu baju orng haji",mahrom bang muhrim muhrim baju orang haji,"['mahrom', 'bang', 'muhrim', 'muhrim', 'baju', 'orang', 'haji']",positif,2
2401,950,2024,Kucinta Luna berdakwahğ???ğ???ğ???ğ??¥ğ??¥ğ??¥ğ??¥,cinta luna dakwah wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata api api api api,"['cinta', 'luna', 'dakwah', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'api', 'api', 'api', 'api']",positif,7
2402,951,2024,Hh akhirnya tobat jgğ??¥ğ???,h tobat api wajah gembira urai air mata,"['h', 'tobat', 'api', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2403,952,2024,udah bang cocok coba jadiin istri siapa tau beneran jadi ğ???,bang cocok coba jadi istri tau benar wajah gembira urai air mata,"['bang', 'cocok', 'coba', 'jadi', 'istri', 'tau', 'benar', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
2404,953,2024,"Panggil Abang aja kan itu Muhammad Fatah, bukan lucinta lupis",panggil abang muhammad fatah lucinta lup,"['panggil', 'abang', 'muhammad', 'fatah', 'lucinta', 'lup']",negatif,-1
2405,954,2024,"""GK mahram""ğ???",mahram wajah gembira urai air mata,"['mahram', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2406,959,2024, .naaa_ lu aja pakek peci. Sama. Sarung lucu kalik ahhhh najisğ???,naa lu pakai peci sarung lucu kali ah najis wajah gembira urai air mata,"['naa', 'lu', 'pakai', 'peci', 'sarung', 'lucu', 'kali', 'ah', 'najis', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
2407,960,2024,Gk usah ke Eropa nyari cewe itu dah dateng sendiri cewenya,eropa cari cewek deh cewenya,"['eropa', 'cari', 'cewek', 'deh', 'cewenya']",negatif,-3
2408,961,2024,Muhrim buat yang berihram,muhrim ihram,"['muhrim', 'ihram']",netral,0
2409,963,2024,Sesuai request ygy,sesuai request ygy,"['sesuai', 'request', 'ygy']",positif,3
2410,964,2024,hooh hoohğ??ª,hooh hooh wajah antuk,"['hooh', 'hooh', 'wajah', 'antuk']",negatif,-4
2411,965,2024,The real starboy,the real starboy,"['the', 'real', 'starboy']",positif,2
2412,966,2024,  starboy sesungguhnya,starboy sungguh,"['starboy', 'sungguh']",positif,3
2413,967,2024,Bukan muhrimğ??­ğ??­,muhrim wajah menang keras wajah menang keras,"['muhrim', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-2
2414,968,2024,"The real jangan menilai siapa dari luarnya saja , tapi apa isi ilmunyağ?¤£ğ?¤£",the real nilai luar isi ilmu tertawa terbahakbahak tertawa terbahakbahak,"['the', 'real', 'nilai', 'luar', 'isi', 'ilmu', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,18
